"articulo_wikipedia","link_completo","links"
"Discusión:Intervención estadounidense en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/BBUKCVIGG1HCBIRDTTJPUJXHY8C63Q.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/BBUKCVIGG1HCBIRDTTJPUJXHY8C63Q.pdf "
"Discusión:Intervención estadounidense en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/TS2GKTLL6SLY1F2S2C9I7PN9VFJ3DQ.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/TS2GKTLL6SLY1F2S2C9I7PN9VFJ3DQ.pdf "
"Dolores Tosta de López de Santa Anna","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3DU9XVQ6L2K8NPR4RKNTH1VP6BERAL.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3DU9XVQ6L2K8NPR4RKNTH1VP6BERAL.pdf "
"Burguesía","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/TNG4AU2X1UCLSDV1TJLIV8G78Q9EH4.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/TNG4AU2X1UCLSDV1TJLIV8G78Q9EH4.pdf "
"José Antonio de Soto Saldaña","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6P3AJ6GQHPVCE357P6GPJG1MPKCUCR.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6P3AJ6GQHPVCE357P6GPJG1MPKCUCR.pdf "
"Manuel Piña y Cuevas","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/E7IA93V5SL3HICHXDJ5FVPRQFD9X65.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/E7IA93V5SL3HICHXDJ5FVPRQFD9X65.pdf "
"Chipre","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/VGNSFR7942MTUHGDYITN54KB192LV5.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/VGNSFR7942MTUHGDYITN54KB192LV5.pdf "
"Los Mochis","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/2HU4LIR1B45F3GFKPKMLYMSX3QVDCC.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/2HU4LIR1B45F3GFKPKMLYMSX3QVDCC.pdf "
"Liceo Mexicano Japonés","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/9HEQ2MG2U9BUADHML86UK3QTTEG5H2.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/9HEQ2MG2U9BUADHML86UK3QTTEG5H2.pdf "
"Fiscalía Especial para Movimientos Sociales y Políticos del Pasado","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/9457JSXASU8QLK4EM6BHA72UNRHF5D.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/9457JSXASU8QLK4EM6BHA72UNRHF5D.pdf "
"Evaristo (nombre)","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/RNU58F32X1XF3K7UC385L4N9JCSE9F.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/RNU58F32X1XF3K7UC385L4N9JCSE9F.pdf "
"Intervención militar rusa en la Guerra Civil Siria","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4A3MFF5RFXF9HRCCTQA5JVKNDQDRDK.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4A3MFF5RFXF9HRCCTQA5JVKNDQDRDK.pdf "
"Libro del Judío","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/AMMIV3827Y8LV2KTGF4NIA8JNVFRHV.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/AMMIV3827Y8LV2KTGF4NIA8JNVFRHV.pdf "
"Armada de Barlovento","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/8LIIHDMXF1X7U8KPAH3NFQ63LSRHED.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/8LIIHDMXF1X7U8KPAH3NFQ63LSRHED.pdf "
"Joseph Yves Limantour","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/82YQT5NST7TDXIDAG6SL3K7TB971RU.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/82YQT5NST7TDXIDAG6SL3K7TB971RU.pdf "
"Joseph Yves Limantour","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/V7YR7FFIUU1MI6K1R4LKCTJBKS55KA.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/V7YR7FFIUU1MI6K1R4LKCTJBKS55KA.pdf "
"Compañía lancasteriana en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4DCY341NUL89URFFJ4C3QF2IPNJ9SK.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4DCY341NUL89URFFJ4C3QF2IPNJ9SK.pdf "
"José María Lobato","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4FSA78L1VE8HQJTRQQ32LXQTETJAXE.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4FSA78L1VE8HQJTRQQ32LXQTETJAXE.pdf "
"Motín de la Acordada","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4FSA78L1VE8HQJTRQQ32LXQTETJAXE.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/4FSA78L1VE8HQJTRQQ32LXQTETJAXE.pdf "
"Anexo:México en 1867","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/2T6AQD1X82B6CDCVJ6Y3ACKDIVHSK2.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/2T6AQD1X82B6CDCVJ6Y3ACKDIVHSK2.pdf "
"Epidemia de cocoliztli de 1576","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf "
"Epidemia de cocoliztli de 1576","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf "
"Amurar (lunfardo)","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/CFXXJHYB6CRA78X87S4VUJH6KMBAP3.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/CFXXJHYB6CRA78X87S4VUJH6KMBAP3.pdf "
"Virreinato de Nueva España","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/D1IEKFCP9A9IYKVFHAV6IBLRPLHBSG.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/D1IEKFCP9A9IYKVFHAV6IBLRPLHBSG.pdf "
"Hacienda colonial","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/1KCYE7LFPL4831RJX6XRVHBLITUNP9.pdf "
"Usuario:Yoques/Taller","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/986D83JAJR4RRJEJTNTMFTJAABTX53.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/986D83JAJR4RRJEJTNTMFTJAABTX53.pdf "
"Anexo:México en 1867","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/F9XU4ATXRPGDEAUJJGHBLK9V7J8P8X.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/F9XU4ATXRPGDEAUJJGHBLK9V7J8P8X.pdf "
"Idioma español en Filipinas","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/PYG814LX4HFH3YAMN6D8BBI9YBV1VN.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/PYG814LX4HFH3YAMN6D8BBI9YBV1VN.pdf "
"República del Río Grande","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/K3Q8BAQ39J727V2UYIFKXCL32HIUFL.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/K3Q8BAQ39J727V2UYIFKXCL32HIUFL.pdf "
"Historia de la Iglesia católica en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/Q6CGAPPJ77VXR1Y18VX4YGFDTYPIVN.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/Q6CGAPPJ77VXR1Y18VX4YGFDTYPIVN.pdf "
"Historia de la Iglesia católica en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IECVJ35T2HXLS89G1MG6S2AKJQUU82.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IECVJ35T2HXLS89G1MG6S2AKJQUU82.pdf "
"Discusión:Okuribito/Archivo 1","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/FJ6TSRF83HBMIXP865BACC8JSDXPA9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/FJ6TSRF83HBMIXP865BACC8JSDXPA9.pdf "
"Poncho","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/MX4DRQDAGDFB6YI8B1GDUHVH5JIPMC.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/MX4DRQDAGDFB6YI8B1GDUHVH5JIPMC.pdf "
"Anexión de la Capitanía General de Guatemala al Primer Imperio Mexicano","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/5YV1KX7EGA1G2V2ATXTQL8TKV5RS8S.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/5YV1KX7EGA1G2V2ATXTQL8TKV5RS8S.pdf "
"Anexo:Periodistas asesinados en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf "
"Consulta popular de Guatemala de 2018","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/E7NQ5FL479MUU55ULBJSCH73GSL9TQ.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/E7NQ5FL479MUU55ULBJSCH73GSL9TQ.pdf "
"Anastasio Bustamante","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/YS7N63ERE34DMQRR473SQPNNM4IBGG.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/YS7N63ERE34DMQRR473SQPNNM4IBGG.pdf "
"Luis Ponce","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf "
"Casa Gómez de Cervantes","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/8TXEALKFHL6CSBKV64X5TYYL41P3QR.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/8TXEALKFHL6CSBKV64X5TYYL41P3QR.pdf "
"Casa Gómez de Cervantes","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/T7X1IXJ1UDU2XJLXPYYSY6F5L9S54C.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/T7X1IXJ1UDU2XJLXPYYSY6F5L9S54C.pdf "
"Historia de los judíos en México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3N9C83XTL1FD831KVLCVF19XL73XTT.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3N9C83XTL1FD831KVLCVF19XL73XTT.pdf "
"Usuario:Caedpema/Taller","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IR8TRM8FXG8VS2VNH9S6FPEDIDKLXE.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IR8TRM8FXG8VS2VNH9S6FPEDIDKLXE.pdf "
"Batallones rojos","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/BC12YUVY2EL443M7AF82MQKX22AN92.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/BC12YUVY2EL443M7AF82MQKX22AN92.pdf "
"Programa de Modernización de la Administración Pública","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IR8TRM8FXG8VS2VNH9S6FPEDIDKLXE.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/IR8TRM8FXG8VS2VNH9S6FPEDIDKLXE.pdf "
"Ligas de Resistencia","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6MV9HXHFVC6R4TXIFJ69839JSJMB18.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6MV9HXHFVC6R4TXIFJ69839JSJMB18.pdf "
"Partido Socialista del Sureste","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6MV9HXHFVC6R4TXIFJ69839JSJMB18.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/6MV9HXHFVC6R4TXIFJ69839JSJMB18.pdf "
"Discusión:La Orquesta","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf "
"Discusión:Luis Ponce","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/XTJLGJPAE2DEB2V2B35FJYC956P6I9.pdf "
"Relaciones entre España y México","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3R86RGBCBT4RCPHISKGJY25TM91584.pdf ","http://codex.colmex.mx:8991/exlibris/aleph/a18_1/apache_media/3R86RGBCBT4RCPHISKGJY25TM91584.pdf "
"Historia de las ideas","http://www.codex.colmex.mx:8991/.../KTG877XUERXSJE7PGT346M9X3LLS1L.p","http://www.codex.colmex.mx:8991/.../KTG877XUERXSJE7PGT346M9X3LLS1L.p... "
"Discusión:Historia de las ideas","http://www.codex.colmex.mx:8991/.../KTG877XUERXSJE7PGT346M9X3LLS1L.p","http://www.codex.colmex.mx:8991/.../KTG877XUERXSJE7PGT346M9X3LLS1L.p "
"Lenguas mazatecas","http://cuadernoslinguistica.colmex.mx/index.php/cl/article/view/56/40 ","http://cuadernoslinguistica.colmex.mx/index.php/cl/article/view/56/40 "
"Diccionario del español de México","http://dem.colmex.mx","http://dem.colmex.mx/ "
"Vecindad (unidad habitacional)","http://dem.colmex.mx","http://dem.colmex.mx "
"Ayuda:Cómo traducir un artículo","http://dem.colmex.mx","http://dem.colmex.mx/ "
"Carpa (circo)","http://dem.colmex.mx","http://dem.colmex.mx "
"Luis Fernando Lara","http://dem.colmex.mx","http://dem.colmex.mx "
"Normal (psicología)","http://dem.colmex.mx","http://dem.colmex.mx "
"Español mexicano","http://dem.colmex.mx","http://dem.colmex.mx/ "
"Wikipedia:Convenciones idiomáticas","http://dem.colmex.mx","http://dem.colmex.mx/ "
"Liturgia","http://dem.colmex.mx","http://dem.colmex.mx "
"Lanzamiento de bala","http://dem.colmex.mx","http://dem.colmex.mx/ "
"Pueblo triqui","http://dem.colmex.mx/GridView.aspx?txtPalabra=trique ","http://dem.colmex.mx/GridView.aspx?txtPalabra=trique "
"Discusión:Pueblo triqui","http://dem.colmex.mx/GridView.aspx?txtPalabra=trique ","http://dem.colmex.mx/GridView.aspx?txtPalabra=trique "
"Estado de ánimo","http://dem.colmex.mx/moduls/Buscador.aspx ","http://dem.colmex.mx/moduls/Buscador.aspx "
"Español mexicano","http://dem.colmex.mx/moduls/Default.aspx?id=22 ","http://dem.colmex.mx/moduls/Default.aspx?id=22 "
"Wikipedia:Café/Portal/Archivo/Miscelánea/2013/05","http://dem.colmex.mx/moduls/Default.aspx?id=8 ","http://dem.colmex.mx/moduls/Default.aspx?id=8 "
"Wikipedia:Café/Archivo/2013/Mayo","http://dem.colmex.mx/moduls/Default.aspx?id=8 ","http://dem.colmex.mx/moduls/Default.aspx?id=8 "
"Usuario discusión:Enrique Cordero/Archivo 1","http://dem.colmex.mx/moduls/Default.aspx?id=8 ","http://dem.colmex.mx/moduls/Default.aspx?id=8 "
"Wikipedia:Café/Portal/Archivo/Políticas/2013/12","http://dem.colmex.mx/moduls/Default.aspx?id=8 ","http://dem.colmex.mx/moduls/Default.aspx?id=8 "
"Wikipedia:Café/Archivo/2013/Diciembre","http://dem.colmex.mx/moduls/Default.aspx?id=8 ","http://dem.colmex.mx/moduls/Default.aspx?id=8 "
"Anexo:Gentilicios de México","http://dem.colmex.mx/repository/pdfs/gentilicios.pdf ","http://dem.colmex.mx/repository/pdfs/gentilicios.pdf "
"Chilango","http://dem.colmex.mx/repository/pdfs/gentilicios.pdf ","http://dem.colmex.mx/repository/pdfs/gentilicios.pdf "
"Revolución de Saur","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/677/677 ","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/677/677 "
"Revolución de Saur","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/1006/1006 ","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/1006/1006 "
"Nur Muhammad Taraki","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/1006/1006 ","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/1006/1006 "
"Makura no Soshi","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/135/135 ","http://estudiosdeasiayafrica.colmex.mx/index.php/eaa/article/view/135/135 "
"María Eugenia Olavarría Patiño","http://estudiosdegenero.colmex.mx/index.php/eg/article/view/144/pdf_1 ","http://estudiosdegenero.colmex.mx/index.php/eg/article/view/144/pdf_1 "
"Elena Urrutia","http://estudiosdegenero.colmex.mx/pdf/Elena-Urrutia.pdf ","http://estudiosdegenero.colmex.mx/pdf/Elena-Urrutia.pdf "
"Centro de Estudios Demográficos, Urbanos y Ambientales","http://estudiosdemograficosyurbanos.colmex.mx","http://estudiosdemograficosyurbanos.colmex.mx/ "
"Centro de Estudios Demográficos, Urbanos y Ambientales","http://estudiosdemograficosyurbanos.colmex.mx","http://estudiosdemograficosyurbanos.colmex.mx "
"El Colegio de México","http://estudioseconomicos.colmex.mx/ ","http://estudioseconomicos.colmex.mx/ "
"Stefan Gandler","http://estudiossociologicos.colmex.mx/index.php/es/article/view/1457/1472 ","http://estudiossociologicos.colmex.mx/index.php/es/article/view/1457/1472 "
"Elecciones federales de México de 1988","http://estudiossociologicos.colmex.mx/index.php/es/article/view/672 ","http://estudiossociologicos.colmex.mx/index.php/es/article/view/672 "
"Partido Nacional Revolucionario","http://forointernacional.colmex.mx/index.php/fi/article/view/767/757 ","http://forointernacional.colmex.mx/index.php/fi/article/view/767/757 "
"Partido Nacional Revolucionario","http://forointernacional.colmex.mx/index.php/fi/article/view/402 ","http://forointernacional.colmex.mx/index.php/fi/article/view/402 "
"Tratado de Libre Comercio de América del Norte","http://forointernacional.colmex.mx/index.php/fi/article/view/1679/1669 ","http://forointernacional.colmex.mx/index.php/fi/article/view/1679/1669 "
"Programa de Modernización de la Administración Pública","http://forointernacional.colmex.mx/index.php/fi/article/view/1997 ","http://forointernacional.colmex.mx/index.php/fi/article/view/1997 "
"Silvio Zavala","http://historiamexicana.colmex.mx/?BUSCAR=1111&autor=47826&scope= ","http://historiamexicana.colmex.mx/?BUSCAR=1111&autor=47826&scope= "
"Discusión:Silvio Zavala","http://historiamexicana.colmex.mx/?BUSCAR=1111&autor=47826&scope= ","http://historiamexicana.colmex.mx/?BUSCAR=1111&autor=47826&scope= "
"Usuario:Ángel Luis Alfaro/artículos","http://historiamexicana.colmex.mx/?BUSCAR=1111&busqueda=historiograf%EDa&scope=0&campo=3 ","http://historiamexicana.colmex.mx/?BUSCAR=1111&busqueda=historiograf%EDa&scope=0&campo=3 "
"Matías Romero Avendaño","http://historiamexicana.colmex.mx/?BUSCAR=1111&tema=49302&scope= ","http://historiamexicana.colmex.mx/?BUSCAR=1111&tema=49302&scope= "
"Discusión:Matías Romero Avendaño","http://historiamexicana.colmex.mx/?BUSCAR=1111&tema=49302&scope= ","http://historiamexicana.colmex.mx/?BUSCAR=1111&tema=49302&scope= "
"Alonso García Bravo","http://historiamexicana.colmex.mx/index.php/RHM/article/download/703/594 ","http://historiamexicana.colmex.mx/index.php/RHM/article/download/703/594 "
"Berta Ulloa Ortiz","http://historiamexicana.colmex.mx/index.php/RHM/article/download/1457/1305. ","http://historiamexicana.colmex.mx/index.php/RHM/article/download/1457/1305. "
"Juegos Olímpicos de México 1968","http://historiamexicana.colmex.mx/index.php/RHM/article/view/31/24 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/31/24 "
"Henry Lane Wilson","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 "
"Anexo:México en 1913","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 "
"Informe Hale","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/691/582 "
"Martín Tritschler y Córdova","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2356/2845 ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2356/2845 "
"Martín Tritschler y Córdova","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2356/2845.pdf ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2356/2845.pdf "
"Usuario:Xavierjimenezr/Taller","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1799/0 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1799/0 "
"Bernardo Prado y Obejero","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1799/0 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1799/0 "
"Patrick Dalton","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2438/1960 ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2438/1960 "
"Joaquín María del Castillo y Lanzas","http://historiamexicana.colmex.mx/index.php/RHM/article/view/2968/2475 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/2968/2475 "
"Congreso Constituyente de México (1917)","http://historiamexicana.colmex.mx/index.php/RHM/article/view/3381/3176 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/3381/3176 "
"Porfiriato","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2579/2090 ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/2579/2090 "
"Josefa Peña Azcárate","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/932/823 ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/932/823 "
"Bernardo de Albuquerque","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1310/2794 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1310/2794 "
"Ciudad de México","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1946 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1946 "
"Pueblo mixe","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/1611/1429 ","http://historiamexicana.colmex.mx/index.php/RHM/article/viewFile/1611/1429 "
"Juan de la Luz Enríquez Lara","http://historiamexicana.colmex.mx/index.php/RHM/article/view/2270/2932 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/2270/2932 "
"Controversia Caso - Lombardo Toledano","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1227/1118 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1227/1118 "
"Adeline Rucquoi","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1372 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1372 "
"Academia Mexicana de la Historia","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1334/1196 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/1334/1196 "
"Liga de Mayapán","http://historiamexicana.colmex.mx/index.php/RHM/article/view/584/475 ","http://historiamexicana.colmex.mx/index.php/RHM/article/view/584/475 "
"La invención de América","http://historiamexicana.colmex.mx/pdf/13/art_13_1866_16693.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1866_16693.pdf "
"Mariano Riva Palacio","http://historiamexicana.colmex.mx/pdf/13/art_13_1868_15992.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1868_15992.pdf "
"Discusión:Inmigración en México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Inmigración en México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Demografía de México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Discusión:Demografía de México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Elías Trabulse","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf "
"Discusión:Elías Trabulse","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf "
"José María Quirós","http://historiamexicana.colmex.mx/pdf/13/art_13_2002_16637.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2002_16637.pdf "
"Discusión:Academia Mexicana de la Historia","http://historiamexicana.colmex.mx/pdf/13/art_13_2072_18021.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2072_18021.pdf "
"Historia de Veracruz de Ignacio de la Llave","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf "
"Discusión:Historia de Veracruz de Ignacio de la Llave","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf "
"Wikipedia:Tablón de anuncios de los bibliotecarios/Portal/Archivo/3RR/2011/01","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Wikipedia:Consultas de borrado/Ejército Real de la Nueva España (Revolución hispanoamericana)","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Ejército Realista en Nueva España","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
